eta_sq_regime,eta_sq_quality,eta_sq_interaction,f_regime,p_regime,f_quality,p_quality,model,layer,metric,denoised
0.28992004008114375,5.6964377752333564e-06,0.00993565597148089,329.61523536812825,6.713202772316431e-62,0.006476381134322146,0.935878938842278,qwen05b,1,clean_turn_angle,False
0.7986262496015646,0.016765310878947472,0.025940603891636074,4006.524020242299,0.0,84.1077046701684,3.929470598123829e-19,qwen05b,1,clean_tortuosity,False
0.8039551917550037,0.013938308602397738,0.02586713108798399,4095.948022301975,0.0,71.01215109961419,1.6526115705671977e-16,qwen05b,1,clean_dir_consistency,False
0.054507413692389074,0.020906095088326613,0.025167563116884263,48.239924626316,7.839645400995091e-12,18.502225348334402,1.9079852783172835e-05,qwen05b,1,clean_stabilisation,False
0.8669854344878859,0.0053442118465903245,0.0029525293202110913,5533.4544959795385,0.0,34.10893873603541,7.58979020929114e-09,qwen05b,1,clean_radius_of_gyration,False
0.9152666227636985,0.0013960206258825528,0.0025563585789556836,9018.856531534066,0.0,13.756111527239343,0.00022259419153076263,qwen05b,1,clean_effective_dimension,False
0.6885188574008512,0.003094162623703288,0.005568919327597123,1652.9833400938376,2.1530500649511146e-189,7.428408406750268,0.006574679288049913,qwen05b,1,clean_cos_slope_to_final,False
0.5258522771501141,0.005115632502673255,0.0003981242270724484,815.7637583403988,6.757373631050192e-121,7.935969430969553,0.004977636541278796,qwen05b,1,clean_time_to_commit,False
0.15727685425274315,0.052330596028993565,0.03628939741308334,151.62418124393625,8.811351600336573e-32,50.44978687170646,2.918041653553022e-12,qwen05b,1,clean_commitment_sharpness,False
0.029129010900554263,0.263163126208235,0.01142627894545445,33.30074098103325,1.1306379676924673e-08,300.85220303352787,2.0666589055464752e-57,qwen05b,2,full_speed,True
0.025781665319544723,0.2643002130837277,0.011218529789403152,29.372001694280172,7.922144958243116e-08,301.1064727695778,1.883961515306577e-57,qwen05b,2,full_turn_angle,True
0.6270779274825622,0.06022211889832559,0.09285811275412224,2270.514240201717,2.4837823243140593e-235,218.0513338791876,8.603551224265704e-44,qwen05b,2,full_tortuosity,True
0.6533349794474113,0.05795503649940478,0.0889067826641425,2602.83438916241,4.010347872282464e-253,230.88823768995144,5.632833670265538e-46,qwen05b,2,full_dir_consistency,True
0.029150232153277163,0.2631420457849778,0.011418302464249425,33.32462642821993,1.117387943262592e-08,300.82471821261566,2.0874417502928533e-57,qwen05b,2,full_stabilisation,True
0.029143266010851255,0.26314480307270643,0.011418786603419833,33.31648449235455,1.1218869298949974e-08,300.8262611181318,2.0862695397822757e-57,qwen05b,2,full_radius_of_gyration,True
0.05721859858712305,0.2338806958287074,0.0017358630142931294,64.40648874714024,3.623158932502296e-15,263.2611559181908,2.313201132474817e-51,qwen05b,2,full_effective_dimension,True
0.01239060724562419,0.22612190645218025,0.007787823738930772,12.05031070354257,0.0005481799681658702,219.91167790331266,1.0556140916154883e-43,qwen05b,2,full_cos_slope_to_final,True
0.01332020248365274,0.22748211768761437,0.007488223582721916,12.98867313613001,0.0003345757590151515,221.82026696555369,5.053575908608126e-44,qwen05b,2,full_commitment_sharpness,True
0.7501805099820513,3.867068580232794e-06,0.0037676650784286047,2426.9402238198386,6.191139424417838e-244,0.012510514683807754,0.9109702132266027,qwen05b,2,clean_interlayer_alignment,True
0.7596428315519053,8.189651730504316e-06,0.004490066414316932,2563.7178082796186,4.025136610597921e-251,0.027639247173844077,0.8680019936780744,qwen05b,2,full_interlayer_alignment,True
0.029134996300682097,0.26316169382318333,0.011425475515191309,33.30776295159317,1.1267263666897845e-08,300.85218564442096,2.0666719886458186e-57,qwen05b,2,clean_speed,True
0.025929948114203096,0.2643558136980229,0.01121945353715024,29.549596006260213,7.252191794413181e-08,301.2581229348457,1.7827997835793133e-57,qwen05b,2,clean_turn_angle,True
0.6369870822678962,0.05713803327744839,0.08829188164229061,2330.3369791366417,1.1327327437662717e-238,209.03229526651378,3.062218169758655e-42,qwen05b,2,clean_tortuosity,True
0.6469237100753834,0.05864698173576242,0.08734996427613105,2486.7341352841026,4.1026473708001924e-247,225.43531662598926,4.7316814736819483e-45,qwen05b,2,clean_dir_consistency,True
0.025833993180766766,0.23181709533229203,0.002458915445650271,27.793129629965616,1.740476621460938e-07,249.3970845285042,4.4696318838449734e-49,qwen05b,2,clean_stabilisation,True
0.02914460059228241,0.26314447450039025,0.011418731728176347,33.318055693736376,1.1210173177200507e-08,300.8262964229692,2.0862427249300095e-57,qwen05b,2,clean_radius_of_gyration,True
0.07002934982287748,0.2228100598337308,0.0003321786779324326,78.86406593032329,4.36112647088991e-18,250.9191830726697,2.4991441791934288e-49,qwen05b,2,clean_effective_dimension,True
0.013053413100021543,0.22921498353908776,0.0076093943715053805,12.651047002729058,0.0003996942809556388,222.14952581849877,4.909738495848735e-44,qwen05b,2,clean_cos_slope_to_final,True
