model,layer,metric,g4_mean,g1_mean,t_stat,p_val,cohen_d,n_g4,n_g1
pythia410m,8,full_time_to_commit,6.714285714285714,1.10752688172043,3.011875640545921,0.023596500459327263,1.7184249857303517,7,186
pythia410m,8,full_commitment_sharpness,0.2528224672589983,0.5668219494563277,-16.391692046659287,5.8442471291855396e-37,-1.7835601083976074,7,186
pythia410m,8,full_phase_count,5.0,1.0661577608142494,176.78735389415647,0.0,12.62766813529689,7,393
pythia410m,8,clean_interlayer_alignment,0.8253816110747201,0.43939316348568475,18.436785790041295,4.079975271669605e-55,1.317138468383981,7,393
pythia410m,8,full_interlayer_alignment,0.8230413657142857,0.8336053944783716,-20.384764768375202,1.5944373301286055e-21,-1.8683640628539282,7,393
pythia410m,8,clean_speed,18.449053628104075,18.264050288842274,1.690342043283573,0.10947772245851846,0.2555149878540646,7,208
pythia410m,8,clean_turn_angle,2.0088298661368236,0.45744268940045285,26.90303554295674,1.9736646009724802e-70,2.685069732769581,7,208
pythia410m,8,clean_tortuosity,0.06644863848175317,0.8959258049726486,-61.92916673689766,2.1019771718762252e-133,-6.293952284985201,7,208
pythia410m,8,clean_dir_consistency,0.06725307926535601,0.8956808538104479,-61.21763092621977,4.412813596617926e-128,-6.273495609069881,7,208
pythia410m,8,clean_stabilisation,-0.05313185140207687,-0.0037831022088445046,-1.622846085643455,0.15422982057708284,-0.7603441961881711,7,208
pythia410m,8,clean_radius_of_gyration,13.917542457580566,9.616891764677488,40.27748807501957,3.640208876725121e-13,7.492505247309166,7,208
pythia410m,8,clean_effective_dimension,8.085015433175224,1.0099250811796923,14.136233743279705,7.776468028456768e-06,8.108323737817093,7,208
pythia410m,8,full_msd_exponent,0.11805558169332578,0.15271663237010966,-0.5154857175628047,0.6173438057713285,-0.23068599371534557,7,11
