model,layer,group_a,group_b,metric,cohen_d,p_val,mean_a,mean_b
pythia410m,0,G3,G4,clean_phase_count,0.5006255898296501,0.043575813438163954,6.748071979434448,4.857142857142857
pythia410m,0,G3,G4,full_speed,1.5674551006863437,1.5601671039414466e-10,0.9478400053727507,0.9279641585714288
pythia410m,0,G3,G4,full_turn_angle,-1.0922021265492705,0.07228087604791339,2.1226580510715594,2.1446628911154613
pythia410m,0,G3,G4,full_tortuosity,-1.5128548718606916,0.0012116972151738987,0.04915268069768638,0.06768710671428572
pythia410m,0,G3,G4,full_dir_consistency,-1.442006982981597,0.00520664375364562,0.05360439359511568,0.06769789385714285
pythia410m,0,G3,G4,full_stabilisation,1.1178106666164256,0.04242230649292299,-0.010527810337105287,-0.0175433449772154
pythia410m,0,G3,G4,full_radius_of_gyration,0.5626730696566867,0.00032683659132664694,0.6597482876092544,0.6555303114285715
pythia410m,0,G3,G4,full_effective_dimension,-0.5671080033709408,0.2205990465316699,7.12250750598074,7.707347869873047
pythia410m,0,G3,G4,full_cos_slope_to_final,0.5587460251442682,0.012413686252529806,0.0007892664137606039,0.0005940839487012286
pythia410m,0,G3,G4,full_time_to_commit,1.1725331829701469,0.00015152513114977508,15.105398457583547,9.857142857142858
pythia410m,0,G3,G4,full_commitment_sharpness,-0.8451955584877802,4.958444170837987e-26,0.053195021912493826,0.05954540627343311
pythia410m,0,G3,G4,full_phase_count,0.38591848067767837,0.0033505089373556535,5.884318766066838,4.571428571428571
pythia410m,0,G3,G4,clean_interlayer_alignment,0.29637852918172997,0.10711247449507863,0.8261524323939051,0.8253816110747201
pythia410m,0,G3,G4,full_interlayer_alignment,0.5401507091062439,0.007314117599500326,0.8242892154498715,0.8230413657142857
pythia410m,0,G3,G4,clean_speed,0.29129838404694836,0.21311177849087748,0.9939874301839304,0.9899407795497349
pythia410m,0,G3,G4,clean_turn_angle,-1.1020419945962898,0.0711389370774342,2.1225419369332283,2.1446628911154613
pythia410m,0,G3,G4,clean_tortuosity,-1.5318579804616053,0.0014781489558781907,0.034514051602296196,0.04822635171668865
pythia410m,0,G3,G4,clean_dir_consistency,-1.2658361201522825,0.02394076672612703,0.04423838863173223,0.05451092443295883
pythia410m,0,G3,G4,clean_stabilisation,-0.037046102803842046,0.9433084454637641,0.0013782337661774498,0.0014839242053815143
pythia410m,0,G3,G4,clean_radius_of_gyration,0.5470864235003188,0.0018334985348867237,0.6585888448901532,0.654220964227404
pythia410m,0,G3,G4,clean_effective_dimension,-0.42803242070917086,0.3606247269225963,6.661115507846627,7.078843252999442
pythia410m,0,G3,G4,clean_cos_slope_to_final,1.114536166023735,0.02389024667371226,-0.005087216445332645,-0.007816861046440013
pythia410m,0,G3,G4,clean_time_to_commit,1.2837723207556595,5.127542144667976e-06,9.735218508997429,2.5714285714285716
pythia410m,0,G3,G4,clean_commitment_sharpness,1.4097661386742317,0.0006298108010474772,0.0300507081198508,0.02018283946173527
pythia410m,0,G3,G4,clean_msd_exponent,-1.0823646873979471,0.0033341639888964055,-0.07346245033107117,-0.042069439547117546
pythia410m,0,G3,G4,clean_fractal_dimension,0.0,,0.0,0.0
pythia410m,0,G3,G4,full_msd_exponent,-0.9900256319963396,5.692004960061832e-26,-0.044250542394823636,-0.0156441514620207
